TAIR ID;Short name;Full name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1_logFC_0.5h_PRJEB19862;2_logFC_0.5h_GSE18975;3_logFC_1h_GSE149410;4_logFC_1h_GSE18975;5_logFC_2h_GSE3350;6_logFC_2h_GSE35580;7_logFC_2h_GSE42896;8_logFC_2h_GSE627;9_logFC_3h_GSE18975;10_logFC_3h_GSE58028;11_logFC_4h_SRP033494;12_logFC_4h_GSE42007;13_logFC_4h_GSE7432;14_logFC_6h_SRP102803;15_logFC_6h_GSE3350;16_logFC_6h_GSE42896;17_logFC_6h_GSE59426;18_logFC_8h_GSE42007;19_logFC_12h_GSE42007;20_logFC_18h_GSE59741;21_logFC_24h_GSE42007;22_logFC_55h_SRP074436;23_logFC_72h_SRP214076;FDR_0.5h_PRJEB19862;FDR_0.5h_GSE18975;FDR_1h_GSE149410;FDR_1h_GSE18975;FDR_2h_GSE3350;FDR_2h_GSE35580;FDR_2h_GSE42896;FDR_2h_GSE627;FDR_3h_GSE18975;FDR_3h_GSE58028;FDR_4h_SRP033494;FDR_4h_GSE42007;FDR_4h_GSE7432;FDR_6h_SRP102803;FDR_6h_GSE3350;FDR_6h_GSE42896;FDR_6h_GSE59426;FDR_8h_GSE42007;FDR_12h_GSE42007;FDR_18h_GSE59741;FDR_24h_GSE42007;FDR_55h_SRP074436;FDR_72h_SRP214076
AT2G34340;AT2G34340;senescence regulator (Protein of unknown function, DUF584)(AT2G34340);3#6-7#11-12#16-18;22;9;1h;;;-0.7;;;-0.6;-1.0;;;;-1.2;-0.8;;;;-0.5;-0.5;-0.6;;;;1.7;;;;2.1E-02;;;3.4E-02;1.8E-03;;;;2.8E-06;9.6E-03;;;;1.7E-02;3.1E-02;1.6E-02;;;;5.9E-09;
AT5G24120;SIGE;sigma factor E(SIGE);4#7#9#11-12#15-16#18;22;9;1h;;;;-0.5;;;-0.9;;-0.8;;-0.9;-0.7;;;-1.2;-1.8;;-0.7;;;;1.2;;;;;5.2E-03;;;3.5E-02;;1.5E-04;;3.8E-09;2.9E-02;;;6.9E-03;5.7E-04;;3.9E-02;;;;2.3E-02;
AT5G01810;CIPK15;CBL-interacting protein kinase 15(CIPK15);2#4#6#9#11#15-16#20;22;9;0.5h;;-0.5;;-0.7;;-0.8;;;-1.0;;-0.8;;;;-1.2;-0.5;;;;-0.5;;0.8;;;2.0E-03;;2.2E-04;;3.0E-03;;;5.9E-05;;3.4E-16;;;;6.6E-04;2.7E-03;;;;4.5E-02;;1.6E-05;
AT5G61340;AT5G61340;transmembrane protein(AT5G61340);2#4#6#8-9#11-12#15;22;9;0.5h;;-0.5;;-0.4;;-1.5;;-0.6;-0.4;;-0.3;-0.6;;;-0.8;;;;;;;0.6;;;4.1E-04;;8.7E-03;;7.0E-04;;3.2E-02;7.7E-03;;7.8E-04;4.1E-02;;;2.1E-02;;;;;;;3.6E-02;
AT3G05270;;filament-like protein (DUF869)(AT3G05270);2#4#6-7#9#11#15-16;22;9;0.5h;;-0.5;;-0.4;;-0.7;-0.5;;-0.4;;-0.5;;;;-0.7;-1.1;;;;;;0.6;;;3.2E-03;;2.3E-03;;2.5E-02;7.4E-03;;1.5E-02;;1.0E-05;;;;9.2E-03;1.1E-05;;;;;;7.2E-05;
AT1G70900;AT1G70900;hypothetical protein(AT1G70900);6-7#11-12#15-18;22;9;2_3h;;;;;;-0.6;-0.7;;;;-1.1;-0.9;;;-1.6;-2.0;-0.5;-0.7;;;;0.6;;;;;;;7.7E-03;5.9E-03;;;;8.1E-15;2.0E-03;;;6.8E-04;1.2E-06;9.8E-03;3.9E-03;;;;9.4E-03;
AT5G41380;AT5G41380;CCT motif family protein(AT5G41380);5#7#11-12#16#18-19;22-23;9;2_3h;;;;;-0.4;;-0.7;;;;-1.4;-1.6;;;;-1.2;;-1.6;-1.6;;;1.9;3.6;;;;;4.5E-02;;8.8E-04;;;;2.5E-08;4.0E-03;;;;2.1E-04;;3.5E-05;2.8E-03;;;3.8E-02;1.8E-02
AT3G44320;NIT3;nitrilase 3(NIT3);10#12#14-16#18-19;22-23;9;4_6h;;;;;;;;;;;-1.1;-1.0;;-1.2;-0.9;-0.7;;-1.3;-1.1;;;0.4;1.8;;;;;;;;;;;6.1E-45;1.8E-03;;2.4E-02;1.6E-03;1.3E-03;;8.1E-04;1.2E-02;;;2.1E-02;3.7E-03
AT3G20370;AT3G20370;TRAF-like family protein(AT3G20370);8-9#11-12#14#18-19;22-23;9;2_3h;;;;;;;;-0.5;-0.7;;-0.7;-1.1;;-1.4;;;;-0.9;-0.9;;;0.5;1.7;;;;;;;;4.6E-02;2.8E-04;;2.5E-24;2.5E-03;;1.5E-07;;;;8.9E-03;4.9E-03;;;4.0E-02;3.9E-02
AT2G38940;"PHT1;4";"phosphate transporter 1;4(PHT1;4)";6#9#12-13#15-16#18;22-23;9;2_3h;;;;;;-0.8;;;-0.8;;;-1.4;-0.5;;-0.6;-1.3;;-1.3;;;;3.1;1.7;;;;;;9.8E-03;;;1.3E-03;;;1.7E-02;4.5E-02;;1.8E-02;7.3E-05;;1.2E-02;;;;5.1E-24;1.4E-03
AT5G39090;AT5G39090;HXXXD-type acyl-transferase family protein(AT5G39090);6#11-12#16#18-19#21;22-23;9;2_3h;;;;;;-0.7;;;;;-1.4;-1.1;;;;-0.7;;-1.5;-1.3;;-1.1;2.4;1.3;;;;;;1.3E-02;;;;;6.5E-05;3.5E-03;;;;3.6E-04;;1.9E-04;3.2E-02;;1.3E-02;1.0E-03;3.0E-02
AT3G20100;CYP705A19;cytochrome P450, family 705, subfamily A, polypeptide 19(CYP705A19);6#9#11#14#16#18-19;22-23;9;2_3h;;;;;;-0.5;;;-0.4;;-0.7;;;-1.5;;-0.8;;-0.7;-0.6;;;0.8;1.0;;;;;;1.7E-02;;;3.3E-02;;1.9E-10;;;6.3E-03;;1.7E-03;;1.1E-02;1.7E-02;;;4.3E-04;2.4E-02
AT3G61890;HB-12;homeobox 12(HB-12);2#4#6-7#11-12#16#18;20;9;0.5h;;-0.3;;-0.4;;-1.5;-1.9;;;;-2.6;-2.6;;;;-3.0;;-1.5;;2.5;;;;;4.8E-02;;8.7E-03;;7.5E-04;3.4E-02;;;;5.7E-12;3.4E-04;;;;1.1E-04;;3.5E-02;;3.2E-02;;;
AT1G76590;AT1G76590;PLATZ transcription factor family protein(AT1G76590);1#4-7#11#15-16;20;9;0.5h;-0.5;;;-0.5;-0.8;-1.3;-2.1;;;;-1.1;;;;-1.9;-2.1;;;;2.2;;;;3.4E-02;;;1.2E-03;5.4E-03;3.4E-04;1.5E-02;;;;3.7E-05;;;;2.1E-03;1.6E-04;;;;5.5E-03;;;
AT1G22640;MYB3;myb domain protein 3(MYB3);2#4-7#11-12#16;20;9;0.5h;;-0.6;;-0.8;-0.6;-0.5;-1.4;;;;-1.1;-0.8;;;;-0.9;;;;1.3;;;;;4.2E-03;;4.0E-04;1.1E-02;2.9E-02;2.3E-03;;;;9.3E-15;5.9E-03;;;;1.6E-04;;;;1.7E-02;;;
AT3G43670;AT3G43670;Copper amine oxidase family protein(AT3G43670);2#4-5#7#9#11#15-16;20;9;0.5h;;-0.8;;-0.4;-0.9;;-0.8;;-0.8;;-0.7;;;;-1.6;-1.6;;;;1.0;;;;;2.1E-05;;2.4E-02;2.6E-02;;3.6E-03;;2.9E-05;;5.0E-13;;;;3.2E-04;4.3E-06;;;;8.3E-03;;;
AT2G18670;AT2G18670;RING/U-box superfamily protein(AT2G18670);4-7#11-12#15-16;20;9;1h;;;;-0.3;-0.7;-0.5;-0.9;;;;-0.7;-0.7;;;-0.6;-1.1;;;;0.8;;;;;;;1.7E-02;9.8E-03;4.4E-02;4.4E-03;;;;1.5E-02;1.8E-02;;;1.5E-02;3.4E-04;;;;1.8E-02;;;
AT5G12200;PYD2;pyrimidine 2(PYD2);4-7#11-12#15-16;20;9;1h;;;;-0.2;-0.6;-0.6;-0.7;;;;-0.5;-0.5;;;-1.0;-1.3;;;;0.8;;;;;;;3.9E-02;9.3E-03;5.2E-03;1.6E-03;;;;5.9E-09;4.9E-02;;;2.5E-03;3.5E-06;;;;2.5E-02;;;
AT1G12680;PEPKR2;phosphoenolpyruvate carboxylase-related kinase 2(PEPKR2);2#4-5#7#9#11#15-16;20;9;0.5h;;-0.3;;-0.4;-0.4;;-0.9;;-0.3;;-0.3;;;;-1.1;-1.2;;;;0.7;;;;;1.7E-02;;5.8E-03;3.3E-02;;2.7E-03;;1.8E-02;;4.9E-02;;;;2.1E-03;2.4E-05;;;;2.8E-02;;;
AT1G69526;AT1G69526;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G69526);5#7#11-12#15-16#18-19;20;9;2_3h;;;;;-0.7;;-0.9;;;;-1.2;-0.9;;;-1.6;-2.2;;-0.6;-0.7;0.6;;;;;;;;1.6E-02;;4.8E-03;;;;3.6E-25;9.6E-03;;;8.1E-04;1.7E-05;;5.5E-03;4.5E-03;4.6E-02;;;
AT3G16390;NSP3;nitrile specifier protein 3(NSP3);9#11-12#14-16#19#22;20;9;2_3h;;;;;;;;;-0.5;;-1.5;-1.3;;-2.2;-1.3;-1.1;;;-1.6;1.3;;-0.6;;;;;;;;;;3.0E-03;;1.2E-14;2.4E-02;;9.6E-06;4.5E-03;2.9E-03;;;9.4E-03;9.5E-03;;7.9E-03;
AT3G14650;CYP72A11;cytochrome P450, family 72, subfamily A, polypeptide 11(CYP72A11);7#9#11-12#14-16#22;20;9;2_3h;;;;;;;-0.9;;-0.3;;-0.8;-0.7;;-1.8;-1.7;-2.3;;;;0.9;;-0.7;;;;;;;;1.9E-03;;3.9E-02;;5.6E-08;5.8E-03;;2.4E-02;7.1E-04;6.0E-06;;;;2.1E-02;;1.1E-09;
AT3G26580;AT3G26580;Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G26580);5-7#11#15-16#19#22;20;9;2_3h;;;;;-0.8;-1.0;-0.7;;;;-0.5;;;;-0.9;-1.2;;;-0.6;1.4;;-1.5;;;;;;3.5E-03;2.0E-03;1.4E-02;;;;9.0E-03;;;;1.1E-02;1.7E-04;;;3.9E-02;4.5E-03;;1.1E-11;
AT1G53400;AT1G53400;Ubiquitin domain-containing protein(AT1G53400);5-7#11-12#15-16#22;20;9;2_3h;;;;;-0.9;-0.8;-1.1;;;;-0.8;-0.7;;;-2.0;-2.2;;;;0.8;;-0.3;;;;;;1.1E-02;3.0E-03;7.0E-04;;;;8.0E-08;3.8E-02;;;3.0E-04;5.5E-07;;;;2.5E-02;;4.9E-02;
AT1G64230;UBC28;ubiquitin-conjugating enzyme 28(UBC28);5-7#11-12#15-16#22;20;9;2_3h;;;;;-0.3;-0.5;-0.4;;;;-0.5;-0.4;;;-0.8;-1.0;;;;0.7;;-0.4;;;;;;4.6E-02;2.0E-02;4.4E-02;;;;5.4E-17;2.7E-02;;;8.8E-03;1.8E-04;;;;4.2E-02;;2.4E-04;
AT3G15290;AT3G15290;3-hydroxyacyl-CoA dehydrogenase family protein(AT3G15290);5-7#11-12#15-16#22;20;9;2_3h;;;;;-0.5;-0.5;-0.5;;;;-0.6;-0.5;;;-0.9;-1.0;;;;0.8;;-0.4;;;;;;1.2E-02;2.3E-02;9.7E-03;;;;4.9E-07;2.7E-02;;;2.5E-03;7.3E-05;;;;1.9E-02;;7.5E-03;
AT2G20740;AT2G20740;Tetraspanin family protein(AT2G20740);5-7#11-12#15-16#22;20;9;2_3h;;;;;-0.5;-0.4;-0.6;;;;-0.5;-0.6;;;-0.8;-1.2;;;;0.9;;-0.4;;;;;;3.2E-02;2.4E-02;1.5E-02;;;;6.1E-05;3.3E-02;;;5.9E-03;2.8E-05;;;;2.5E-02;;1.2E-02;
AT1G10660;AT1G10660;transmembrane protein(AT1G10660);5-7#11-12#15-16#22;20;9;2_3h;;;;;-0.5;-0.7;-0.8;;;;-0.7;-0.7;;;-1.3;-1.6;;;;0.9;;-0.8;;;;;;4.5E-02;6.7E-03;6.0E-03;;;;1.4E-07;1.0E-02;;;6.3E-04;2.3E-05;;;;4.3E-02;;1.4E-14;
AT1G31820;PUT1;Amino acid permease family protein(PUT1);4#7#11-12#16#18-19#22;20;9;1h;;;;-0.4;;;-0.8;;;;-0.9;-1.3;;;;-1.0;;-1.1;-1.3;1.6;;-0.8;;;;;1.5E-02;;;1.2E-02;;;;1.1E-02;5.3E-04;;;;1.1E-04;;4.1E-03;1.0E-02;3.6E-03;;1.2E-02;
AT1G50290;AT1G50290;hypothetical protein(AT1G50290);4#7#9#11-12#15-16#22;20;9;1h;;;;-0.4;;;-0.8;;-0.5;;-1.7;-0.6;;;-0.9;-1.3;;;;1.7;;-1.1;;;;;2.4E-03;;;4.7E-02;;4.5E-03;;1.2E-07;1.7E-02;;;5.3E-03;8.3E-04;;;;2.9E-02;;3.8E-03;
AT2G15695;AT2G15695;peptide methionine sulfoxide reductase (Protein of unknown function DUF829, transmembrane 53)(AT2G15695);4-5#7#11-12#15-16#22;20;9;1h;;;;-0.5;-0.5;;-0.7;;;;-0.6;-0.7;;;-1.2;-1.3;;;;1.1;;-0.8;;;;;3.9E-03;2.1E-02;;1.1E-02;;;;7.1E-05;1.3E-02;;;2.5E-03;1.5E-04;;;;2.6E-02;;1.1E-04;
AT3G53920;SIGC;RNApolymerase sigma-subunit C(SIGC);4-5#7#9#11#15-16#22;20;9;1h;;;;-0.6;-0.7;;-0.9;;-0.8;;-0.5;;;;-1.0;-1.5;;;;0.8;;-1.2;;;;;7.9E-03;2.7E-02;;3.4E-03;;5.9E-03;;4.8E-02;;;;1.4E-03;3.3E-05;;;;2.5E-02;;2.7E-08;
AT3G50685;AT3G50685;anti-muellerian hormone type-2 receptor(AT3G50685);4-5#7#9#12#15-16#22;20;9;1h;;;;-0.3;-0.8;;-0.6;;-0.4;;;-0.5;;;-0.7;-0.9;;;;0.9;;-0.9;;;;;3.2E-02;1.0E-02;;4.5E-03;;2.1E-02;;;4.2E-02;;;4.4E-02;7.2E-05;;;;1.7E-02;;1.4E-04;
AT4G08920;CRY1;cryptochrome 1(CRY1);4-7#11#15-16#22;20;9;1h;;;;-0.4;-0.6;-0.9;-1.0;;;;-0.6;;;;-1.5;-1.5;;;;0.7;;-0.8;;;;;1.5E-02;4.3E-02;1.7E-03;9.3E-04;;;;1.7E-08;;;;5.1E-04;2.2E-05;;;;2.3E-02;;5.4E-05;
AT5G60850;OBP4;OBF binding protein 4(OBP4);4-7#11#15-16#22;20;9;1h;;;;-0.4;-0.8;-1.0;-1.5;;;;-0.8;;;;-2.0;-2.4;;;;1.1;;-0.8;;;;;5.3E-03;1.5E-02;2.4E-03;2.6E-03;;;;1.8E-05;;;;6.1E-04;5.0E-05;;;;4.1E-02;;7.4E-03;
AT4G13830;J20;DNAJ-like 20(J20);4-7#11#15-16#22;20;9;1h;;;;-0.4;-0.6;-0.9;-0.9;;;;-0.5;;;;-1.5;-1.3;;;;2.0;;-1.4;;;;;4.3E-02;7.1E-03;3.2E-03;5.1E-03;;;;1.8E-02;;;;1.3E-03;3.3E-05;;;;2.4E-03;;2.2E-04;
AT4G25910;NFU3;NFU domain protein 3(NFU3);4-7#9#15-16#22;20;9;1h;;;;-0.6;-0.7;-0.5;-0.6;;-0.8;;;;;;-0.9;-0.9;;;;1.1;;-1.3;;;;;1.4E-03;1.2E-02;4.4E-02;1.2E-02;;7.5E-04;;;;;;2.0E-03;1.4E-04;;;;2.8E-02;;7.2E-12;
AT4G21860;MSRB2;methionine sulfoxide reductase B 2(MSRB2);3#5-7#11#15-16#22;20;9;1h;;;-0.5;;-0.4;-0.5;-0.4;;;;-0.4;;;;-0.9;-1.2;;;;0.7;;-1.2;;;;5.9E-03;;4.0E-02;3.2E-02;2.5E-02;;;;3.2E-03;;;;4.8E-03;4.2E-05;;;;3.2E-02;;4.6E-20;
AT5G54290;CcdA;cytochrome c biogenesis protein family(CcdA);3-5#7#11#15-16#22;20;9;1h;;;-0.6;-0.3;-0.7;;-0.8;;;;-0.6;;;;-1.2;-1.3;;;;0.7;;-1.5;;;;4.8E-02;4.3E-02;2.5E-02;;1.1E-02;;;;2.5E-02;;;;9.8E-03;6.4E-04;;;;2.4E-02;;9.6E-19;
AT1G26665;AT1G26665;Mediator complex, subunit Med10(AT1G26665);2#4-5#7#11#15-16#22;20;9;0.5h;;-0.3;;-0.3;-0.5;;-0.9;;;;-0.4;;;;-1.3;-1.6;;;;2.0;;-0.7;;;3.7E-02;;2.1E-02;4.1E-02;;5.1E-03;;;;7.0E-04;;;;9.3E-04;6.0E-05;;;;1.6E-02;;4.7E-06;
AT2G32710;KRP4;Cyclin-dependent kinase inhibitor family protein(AT2G32710);2#4-5#7#9#15-16#22;20;9;0.5h;;-0.3;;-0.4;-0.7;;-0.8;;-0.3;;;;;;-0.8;-0.9;;;;1.0;;-0.8;;;4.8E-02;;1.9E-03;1.2E-02;;4.1E-03;;1.1E-02;;;;;;7.8E-03;6.0E-05;;;;4.5E-02;;3.0E-05;
AT1G72030;AT1G72030;Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT1G72030);2#4-5#7#9#15-16#22;20;9;0.5h;;-0.3;;-0.5;-0.8;;-1.1;;-0.8;;;;;;-0.9;-1.6;;;;1.1;;-0.8;;;8.9E-03;;6.0E-04;1.2E-02;;2.3E-03;;6.5E-05;;;;;;2.0E-02;4.4E-05;;;;2.4E-02;;4.9E-03;
AT3G56140;RER6;DUF399 family protein, putative (DUF399 and DUF3411)(AT3G56140);2#5-7#11#15-16#22;20;9;0.5h;;-0.3;;;-0.8;-0.7;-0.8;;;;-0.4;;;;-0.8;-1.2;;;;1.1;;-1.2;;;3.5E-02;;;3.3E-03;1.1E-02;7.0E-03;;;;7.1E-03;;;;2.1E-03;1.7E-04;;;;1.1E-02;;1.9E-13;
AT5G51110;AT5G51110;Transcriptional coactivator/pterin dehydratase(AT5G51110);3#5#7#9#15-16#22-23;20;9;1h;;;-1.2;;-0.8;;-1.0;;-0.5;;;;;;-1.3;-1.4;;;;0.5;;-2.6;-0.7;;;3.4E-02;;4.8E-03;;1.1E-03;;2.8E-03;;;;;;1.3E-03;1.3E-04;;;;4.8E-02;;1.1E-90;5.7E-03
AT4G12690;AT4G12690;DUF868 family protein (DUF868)(AT4G12690);3-4#6-7#11#16#22-23;20;9;1h;;;-1.1;-0.4;;-0.9;-0.6;;;;-1.1;;;;;-0.5;;;;1.0;;-2.4;-2.0;;;6.6E-04;1.0E-02;;1.2E-03;2.5E-02;;;;2.3E-04;;;;;1.5E-02;;;;2.4E-02;;3.5E-05;3.1E-03
AT4G14540;NF-YB3;nuclear factor Y, subunit B3(NF-YB3);4#6-7#9#15-16#22-23;20;9;1h;;;;-0.6;;-1.1;-1.2;;-1.0;;;;;;-0.8;-1.7;;;;1.0;;-1.9;-1.0;;;;5.3E-04;;3.0E-03;5.9E-04;;2.4E-05;;;;;;1.3E-02;6.1E-05;;;;2.5E-02;;1.7E-07;1.3E-06
AT3G47560;AT3G47560;alpha/beta-Hydrolases superfamily protein(AT3G47560);4#7#9#11#15-16#22-23;20;9;1h;;;;-0.3;;;-0.6;;-0.5;;-0.7;;;;-1.6;-2.3;;;;0.8;;-1.3;-0.8;;;;3.8E-02;;;1.3E-02;;1.5E-02;;1.7E-02;;;;5.2E-04;4.9E-06;;;;2.1E-02;;1.9E-06;4.1E-02
AT4G28030;AT4G28030;Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT4G28030);4-5#7#11#15-16#22-23;20;9;1h;;;;-0.2;-0.6;;-0.6;;;;-0.6;;;;-0.9;-1.2;;;;1.2;;-1.5;-0.6;;;;4.9E-02;4.1E-02;;2.3E-02;;;;6.4E-03;;;;1.9E-03;2.9E-04;;;;1.7E-02;;1.6E-14;9.6E-03
AT5G48790;AT5G48790;LOW PSII ACCUMULATION protein (DUF1995)(AT5G48790);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.2;-0.4;;-0.6;;-0.3;;;;;;-0.5;-1.2;;;;0.9;;-1.3;-0.9;;;;3.9E-02;4.3E-02;;6.3E-03;;2.8E-02;;;;;;1.5E-02;7.3E-05;;;;3.1E-02;;5.1E-12;4.0E-03
AT5G22340;AT5G22340;NF-kappa-B inhibitor-like protein(AT5G22340);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.3;-0.5;;-0.6;;-0.4;;;;;;-0.7;-0.8;;;;0.6;;-1.6;-1.0;;;;2.4E-02;2.1E-02;;5.1E-03;;4.3E-03;;;;;;1.6E-02;2.4E-04;;;;3.1E-02;;3.7E-43;3.1E-08
AT3G26900;SKL1;shikimate kinase like 1(SKL1);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.3;-0.8;;-1.0;;-0.4;;;;;;-1.0;-0.9;;;;0.8;;-1.3;-1.0;;;;3.6E-02;4.5E-03;;1.5E-03;;1.0E-02;;;;;;1.3E-02;1.7E-04;;;;1.4E-02;;3.4E-25;5.1E-05
AT1G75460;AT1G75460;ATP-dependent protease La (LON) domain protein(AT1G75460);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.6;-0.5;;-1.1;;-0.8;;;;;;-0.5;-1.2;;;;1.5;;-2.6;-1.0;;;;1.7E-02;3.7E-02;;5.1E-03;;1.6E-02;;;;;;2.4E-02;5.1E-04;;;;1.7E-02;;8.3E-13;1.6E-03
AT4G18370;DEG5;DEGP protease 5(DEG5);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.5;-1.0;;-1.1;;-0.5;;;;;;-1.5;-1.0;;;;0.8;;-1.7;-1.1;;;;6.1E-04;3.1E-03;;2.4E-03;;2.4E-03;;;;;;1.2E-03;3.0E-04;;;;2.4E-02;;1.3E-15;2.6E-09
AT4G09010;TL29;ascorbate peroxidase 4(TL29);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.3;-0.5;;-0.5;;-0.5;;;;;;-0.6;-0.8;;;;0.7;;-2.8;-1.1;;;;3.1E-02;1.6E-02;;3.4E-02;;1.3E-02;;;;;;2.0E-02;1.6E-03;;;;2.1E-02;;8.0E-37;7.6E-08
AT5G45040;CYTC6A;Cytochrome c(CYTC6A);4-5#7#9#15-16#22-23;20;9;1h;;;;-0.4;-0.6;;-0.8;;-0.4;;;;;;-0.5;-0.5;;;;0.8;;-2.2;-1.4;;;;1.1E-02;1.5E-02;;1.0E-02;;6.8E-03;;;;;;3.7E-02;2.5E-02;;;;2.3E-02;;6.3E-10;3.4E-02
AT1G67280;AT1G67280;Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily protein(AT1G67280);5#7#11-12#15-16#22-23;20;9;2_3h;;;;;-0.5;;-0.6;;;;-0.3;-0.6;;;-0.9;-1.2;;;;0.7;;-1.3;-0.6;;;;;1.3E-02;;4.7E-03;;;;1.7E-02;1.4E-02;;;4.8E-03;3.8E-05;;;;3.7E-02;;1.8E-20;1.3E-02
AT5G14260;AT5G14260;Rubisco methyltransferase family protein(AT5G14260);5#7#9#11#15-16#22-23;20;9;2_3h;;;;;-0.4;;-0.5;;-0.5;;-0.3;;;;-0.7;-0.7;;;;0.6;;-1.9;-0.9;;;;;4.8E-02;;2.6E-02;;1.1E-02;;1.2E-02;;;;6.0E-03;1.2E-03;;;;3.2E-02;;1.3E-47;1.3E-03
AT2G25080;GPX1;glutathione peroxidase 1(GPX1);5-7#11#15-16#22-23;20;9;2_3h;;;;;-0.6;-0.6;-1.2;;;;-0.3;;;;-0.6;-1.4;;;;1.1;;-1.2;-1.5;;;;;2.4E-02;1.4E-02;1.1E-02;;;;1.0E-02;;;;1.5E-02;4.3E-04;;;;1.1E-02;;1.5E-15;2.5E-05
AT2G21280;SULA;NAD(P)-binding Rossmann-fold superfamily protein(SULA);5-7#9#15-16#22-23;20;9;2_3h;;;;;-0.4;-0.8;-0.4;;-0.5;;;;;;-0.8;-0.6;;;;0.5;;-1.7;-0.8;;;;;4.0E-02;2.6E-03;3.9E-02;;3.4E-03;;;;;;3.6E-02;1.2E-03;;;;4.2E-02;;6.1E-17;4.9E-05
AT1G03130;PSAD-2;photosystem I subunit D-2(PSAD-2);5-7#9#15-16#22-23;20;9;2_3h;;;;;-0.8;-1.5;-1.3;;-0.5;;;;;;-0.9;-1.9;;;;0.7;;-1.9;-0.8;;;;;6.0E-03;1.3E-03;4.8E-03;;3.9E-03;;;;;;3.2E-02;1.2E-04;;;;1.7E-02;;1.0E-08;1.2E-02
AT1G32060;PRK;phosphoribulokinase(PRK);5-7#9#15-16#22-23;20;9;2_3h;;;;;-1.4;-1.1;-1.0;;-0.5;;;;;;-2.6;-1.5;;;;1.0;;-3.1;-0.9;;;;;1.5E-03;1.4E-03;4.5E-03;;5.0E-03;;;;;;2.1E-03;3.2E-05;;;;4.9E-02;;3.8E-32;3.0E-03
AT1G71030;MYBL2;MYB-like 2(MYBL2);2#4#6#11#15-16#22-23;20;9;0.5h;;-1.6;;-0.8;;-1.0;;;;;-2.4;;;;-0.8;-2.2;;;;2.6;;-1.8;-1.6;;4.7E-06;;1.8E-03;;9.8E-03;;;;;2.9E-02;;;;2.9E-03;2.2E-04;;;;1.3E-03;;1.6E-02;2.7E-06
AT4G04630;AT4G04630;senescence regulator (Protein of unknown function, DUF584)(AT4G04630);2#4-5#7#15-16#22-23;20;9;0.5h;;-0.5;;-0.4;-0.6;;-1.3;;;;;;;;-0.5;-2.0;;;;1.7;;-3.0;-1.0;;3.7E-03;;4.5E-02;1.7E-02;;1.2E-02;;;;;;;;3.3E-02;7.0E-05;;;;2.4E-02;;3.4E-24;8.5E-03
AT4G04770;ABCI8;ATP binding cassette protein 1(ABCI8);2#7#9#11#15-16#22-23;20;9;0.5h;;-0.4;;;;;-0.5;;-0.4;;-0.3;;;;-1.2;-1.0;;;;0.6;;-0.4;-1.5;;4.8E-03;;;;;3.2E-02;;1.1E-02;;7.1E-03;;;;1.1E-03;1.0E-04;;;;4.8E-02;;9.3E-04;3.2E-04
AT4G14880;OASA1;O-acetylserine (thiol) lyase (OAS-TL) (OASA1);11#14-16#18-19#22-23;20;9;4_6h;;;;;;;;;;;-0.6;;;-0.7;-0.9;-0.9;;-0.8;-0.6;0.7;;-0.9;-0.6;;;;;;;;;;;1.4E-19;;;3.4E-02;2.0E-03;2.4E-04;;2.4E-03;1.2E-02;4.3E-02;;9.8E-26;5.6E-06
AT2G31990;AT2G31990;Exostosin family protein(AT2G31990);6-7#11-12#16#18-19;2#9;9;0.5h;;0.4;;;;-0.6;-0.5;;0.3;;-0.9;-1.4;;;;-1.6;;-1.4;-0.9;;;;;;3.7E-02;;;;9.3E-03;9.8E-03;;3.7E-02;;1.9E-06;3.0E-04;;;;2.9E-06;;6.0E-04;2.1E-02;;;;
AT3G26740;CCL;CCR-like protein(CCL);5#7#12#15-16#22;2#9#20;9;0.5h;;0.6;;;-1.0;;-1.9;;2.2;;;-1.3;;;-1.0;-2.8;;;;3.7;;-1.9;;;1.0E-02;;;2.0E-03;;1.2E-02;;1.1E-05;;;1.0E-02;;;4.7E-03;2.9E-05;;;;1.0E-03;;7.1E-08;
AT1G21130;IGMT4;O-methyltransferase family protein(IGMT4);10#12#15-16#18#22;2#9#20;9;0.5h;;0.5;;;;;;;0.6;;-2.6;-1.4;;;-0.5;-1.9;;-1.5;;1.1;;-1.3;;;4.6E-02;;;;;;;3.4E-02;;1.7E-31;1.5E-02;;;1.8E-02;2.0E-04;;3.3E-03;;3.6E-02;;5.7E-08;
